Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-1154.fasta	TreeRAxML_bestTree.uce-1154.fasta	18	1	1	0.0641096	0.0180589	0.0356684	(((rollulus_rouloul:0.00237137534421296911,(galgal4:0.00000100000050002909,cyrtonyx_montezumae:0.01589973217568526123):0.00102196699810014812):0.00113617272609415568,pavo_cristatus:0.00219034443991167945):0.00000100000050002909,(melgal2:0.00435393780762574623,(((((chrysolophus_pictus:0.00270011232688532540,((((syrmaticus_reevesii:0.00000100000050002909,phasianus_colchicus:0.00440813926170787341):0.00000100000050002909,syrmaticus_ellioti:0.00000100000050002909):0.00000100000050002909,lophura_swinhoii:0.00000100000050002909):0.00000100000050002909,(lophura_nycthemera:0.00000100000050002909,catreus_wallichi:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,crossoptilon_crossoptilon:0.00279718685354988497):0.00441234547196984236,perdix_dauuricae:0.00218126238222166036):0.00331226194838133998,lophura_inornata:0.00258403879161389237):0.00330893478141408353,(lophophorus_impejanus:0.00226598376562234380,tragopan_blythii:0.00698794856501880769):0.00000100000050002909):0.00000100000050002909):0.00216189568668668846,alectoris_rufa:0.00000100000050002909);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-2748.fasta	TreeRAxML_bestTree.uce-2748.fasta	18	1	1	0.129802	0.0343554	0.0472432	(((galgal4:0.01386230961312590916,(rollulus_rouloul:0.00936285687166084866,(lophophorus_impejanus:0.01137479030444111562,(((melgal2:0.01616847673045086406,tragopan_blythii:0.01465457258592669024):0.00151032373870298967,(chrysolophus_pictus:0.00221971037605668033,((lophura_nycthemera:0.00000100000050002909,(syrmaticus_reevesii:0.00000100000050002909,(phasianus_colchicus:0.00348459336638068645,crossoptilon_crossoptilon:0.00221906684274373852):0.00003664751906912195):0.00000100000050002909):0.00000100000050002909,((syrmaticus_ellioti:0.00000100000050002909,(lophura_inornata:0.00000100000050002909,lophura_swinhoii:0.00442200473487826175):0.00000100000050002909):0.00000100000050002909,catreus_wallichi:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00444276235916099549):0.00226439485142745532,perdix_dauuricae:0.00447393273327560247):0.00000100000050002909):0.00697857592479351248):0.00203017166922941309):0.00211501280317058287,cyrtonyx_montezumae:0.01617529249005739481):0.00328744526681433620,pavo_cristatus:0.00107805257441167895,alectoris_rufa:0.00762931222640748311);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-6157.fasta	TreeRAxML_bestTree.uce-6157.fasta	18	1	1	0.101504	0.0297588	0.0447339	(galgal4:0.00754218627362900854,((pavo_cristatus:0.00994646469491114286,(cyrtonyx_montezumae:0.02232004935312646710,rollulus_rouloul:0.01036664243852078102):0.00485923921721284797):0.00000100000050002909,((perdix_dauuricae:0.01012182375909838339,tragopan_blythii:0.00000100000050002909):0.00494128617773009239,((((lophura_swinhoii:0.00253764313479512560,catreus_wallichi:0.00000100000050002909):0.00000100000050002909,lophura_nycthemera:0.00244280386276912297):0.00000100000050002909,melgal2:0.00000100000050002909):0.00000100000050002909,(lophura_inornata:0.00496458048777057622,(chrysolophus_pictus:0.00000100000050002909,(syrmaticus_reevesii:0.00350010146853898434,(((phasianus_colchicus:0.00489497151541680529,syrmaticus_ellioti:0.00000100000050002909):0.00000100000050002909,lophophorus_impejanus:0.00000100000050002909):0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00244181947804711494):0.00000100000050002909):0.00000100000050002909):0.00249049945000144992):0.00257855786252773412,alectoris_rufa:0.00553828990217917344);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-6035.fasta	TreeRAxML_bestTree.uce-6035.fasta	18	1	1	0.0640009	0.0294673	0.0433115	((galgal4:0.00000100000050002909,((lophura_inornata:0.00000100000050002909,cyrtonyx_montezumae:0.01020393519177260032):0.01008049432695360022,pavo_cristatus:0.00511993456947922899):0.00457584439382186740):0.00460706263789167035,(((perdix_dauuricae:0.00000100000050002909,(syrmaticus_ellioti:0.00000100000050002909,((((melgal2:0.00000100000050002909,(lophophorus_impejanus:0.00000100000050002909,(crossoptilon_crossoptilon:0.00000100000050002909,lophura_swinhoii:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00000100000050002909,(lophura_nycthemera:0.00465284957958366548,syrmaticus_reevesii:0.00000100000050002909):0.00459094098153884668):0.00000100000050002909,(tragopan_blythii:0.00543873722851739589,catreus_wallichi:0.00213353101269526946):0.00247471272433609805):0.00000100000050002909):0.00000100000050002909):0.00220389908211340076,rollulus_rouloul:0.00550656537618340620):0.00239242578812095099,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909,alectoris_rufa:0.00000100000050002909);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-2742.fasta	TreeRAxML_bestTree.uce-2742.fasta	18	1	1	0.0323877	0.00905494	0.0168912	(((syrmaticus_ellioti:0.00000100000050002909,(catreus_wallichi:0.00000100000050002909,(pavo_cristatus:0.00000100000050002909,((((lophophorus_impejanus:0.00000100000050002909,((syrmaticus_reevesii:0.00000100000050002909,tragopan_blythii:0.00520430369944814390):0.00000100000050002909,lophura_nycthemera:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(lophura_inornata:0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00384163498769358840,(perdix_dauuricae:0.00396030991842773530,rollulus_rouloul:0.00000100000050002909):0.00382840983238942308):0.00000100000050002909,((galgal4:0.00783430073356332704,cyrtonyx_montezumae:0.00384750312708564144):0.00000100000050002909,(lophura_swinhoii:0.00000100000050002909,melgal2:0.00384525618961994780):0.00000100000050002909):0.00000100000050002909,alectoris_rufa:0.00000100000050002909);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-5314.fasta	TreeRAxML_bestTree.uce-5314.fasta	18	1	1	0.213099	0.0531158	0.0901407	((((cyrtonyx_montezumae:0.02357081849069344454,crossoptilon_crossoptilon:0.00210804552220535254):0.00042501832075924728,lophura_inornata:0.00517295085528834790):0.00251170692483609513,(lophura_nycthemera:0.00000100000050002909,((phasianus_colchicus:0.00000100000050002909,(perdix_dauuricae:0.00763612569364840316,((galgal4:0.02396323475105478079,(melgal2:0.00758445402732064924,(lophophorus_impejanus:0.01816700256145664313,pavo_cristatus:0.01018127563615568200):0.00000100000050002909):0.00000100000050002909):0.00250053546436746930,(tragopan_blythii:0.00806723155818232437,rollulus_rouloul:0.04383886712760325793):0.00208122143604892468):0.00249924782133960398):0.00255820320761443714):0.00000100000050002909,(syrmaticus_reevesii:0.00529284784674905699,lophura_swinhoii:0.00539633828082521083):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00213527071807775165,(syrmaticus_ellioti:0.00000100000050002909,(catreus_wallichi:0.00000100000050002909,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909):0.00037170383235940354,alectoris_rufa:0.03702486906433951480);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-2125.fasta	TreeRAxML_bestTree.uce-2125.fasta	18	1	1	0.0675759	0.0205331	0.0270142	(galgal4:0.00000100000050002909,((pavo_cristatus:0.00538642140485387066,((catreus_wallichi:0.00222428491278234665,((syrmaticus_ellioti:0.00000100000050002909,perdix_dauuricae:0.00477233268254289439):0.00000100000050002909,(crossoptilon_crossoptilon:0.00226772780869314737,((lophura_inornata:0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00000100000050002909,(lophura_swinhoii:0.00530416335392295234,((cyrtonyx_montezumae:0.01154451739658643276,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909,syrmaticus_reevesii:0.00000100000050002909):0.00094740231372974278):0.00126811371126954973):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(((lophophorus_impejanus:0.00225497107505865345,tragopan_blythii:0.00262142184372371771):0.00223956698838065783,melgal2:0.00447966529428617862):0.00000100000050002909,lophura_nycthemera:0.00222159289605632299):0.00000100000050002909):0.00223170211336091388):0.00220857265225109798,rollulus_rouloul:0.00677951654024324182):0.00232779951223867614,alectoris_rufa:0.00648110338375943416);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-4435.fasta	TreeRAxML_bestTree.uce-4435.fasta	18	1	1	0.144736	0.0369542	0.0560364	(((galgal4:0.00433270885031254369,(syrmaticus_ellioti:0.00000100000050002909,pavo_cristatus:0.00777787762170473358):0.00410770650849988719):0.00215171082134111733,(cyrtonyx_montezumae:0.02422463867132575513,rollulus_rouloul:0.02809415155881855863):0.00885906016811345391):0.00000100000050002909,(tragopan_blythii:0.01217022463037788216,(((((((catreus_wallichi:0.00787347460548563222,(lophura_inornata:0.00342519738181358991,crossoptilon_crossoptilon:0.00085641276637084675):0.00126637559294526139):0.00007051958065109414,(chrysolophus_pictus:0.00218073984953096999,(lophura_nycthemera:0.00219242340698624395,lophura_swinhoii:0.00000100000050002909):0.00218885541102073217):0.00000100000050002909):0.00000100000050002909,syrmaticus_reevesii:0.00218074488911622994):0.00453546467911484976,perdix_dauuricae:0.00000100000050002909):0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00219629071715623202,lophophorus_impejanus:0.00441803149878030547):0.00000100000050002909,melgal2:0.00440246200689050141):0.00440244876127217355):0.00000100000050002909,alectoris_rufa:0.01081887258001423303);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-5601.fasta	TreeRAxML_bestTree.uce-5601.fasta	18	1	1	0.0803717	0.0203924	0.0329652	((galgal4:0.00448137079910799780,(cyrtonyx_montezumae:0.00671848337494379121,(pavo_cristatus:0.00504798962034254915,rollulus_rouloul:0.01154240057502095920):0.00434822794948352964):0.00232978448518884624):0.00217200210109953903,(melgal2:0.00663553052530487485,(((lophura_swinhoii:0.00226826316334933576,(((((phasianus_colchicus:0.00288984630372244667,catreus_wallichi:0.00297558606942066855):0.00287499187965845710,crossoptilon_crossoptilon:0.00427663652109880419):0.00011031647060174797,lophura_inornata:0.00439426783753516133):0.00000100000050002909,lophura_nycthemera:0.00000100000050002909):0.00000100000050002909,(syrmaticus_ellioti:0.00000100000050002909,((perdix_dauuricae:0.00818200714313696738,chrysolophus_pictus:0.00226473119052180783):0.00000100000050002909,syrmaticus_reevesii:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00438382707161552500,tragopan_blythii:0.00246142192657837575):0.00000100000050002909,lophophorus_impejanus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,alectoris_rufa:0.00000100000050002909);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-1745.fasta	TreeRAxML_bestTree.uce-1745.fasta	18	1	1	0.0207415	0.00506408	0.0078645	((syrmaticus_reevesii:0.00000100000050002909,(((crossoptilon_crossoptilon:0.00000100000050002909,((((lophophorus_impejanus:0.00000100000050002909,melgal2:0.00000100000050002909):0.00000100000050002909,((galgal4:0.00000100000050002909,(phasianus_colchicus:0.00251619442166131245,(chrysolophus_pictus:0.00000100000050002909,((syrmaticus_ellioti:0.00270122053221683207,rollulus_rouloul:0.00259038260698754358):0.00000146014960987049,lophura_swinhoii:0.00279841695390521152):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,lophura_nycthemera:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(catreus_wallichi:0.00000100000050002909,perdix_dauuricae:0.00254040301260430009):0.00000100000050002909):0.00000100000050002909,pavo_cristatus:0.00505907833204860633):0.00000100000050002909):0.00000100000050002909,tragopan_blythii:0.00000100000050002909):0.00000100000050002909,lophura_inornata:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,cyrtonyx_montezumae:0.00250934403333530646,alectoris_rufa:0.00000100000050002909);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-7632.fasta	TreeRAxML_bestTree.uce-7632.fasta	18	1	1	0.210671	0.084657	0.116798	(pavo_cristatus:0.00531550395114127779,((((tragopan_blythii:0.01653174396821900302,(((syrmaticus_reevesii:0.01817476717333723485,(rollulus_rouloul:0.02408783867934936873,catreus_wallichi:0.00000100000050002909):0.00076097896182573835):0.00185810032499297297,(((cyrtonyx_montezumae:0.05936001663009368712,syrmaticus_ellioti:0.00000100000050002909):0.00288634793136889395,(lophura_inornata:0.00261984197706780246,((lophura_nycthemera:0.00000100000050002909,lophura_swinhoii:0.00000100000050002909):0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909):0.00248440315829927738):0.00013491373238698953,(chrysolophus_pictus:0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,perdix_dauuricae:0.00000100000050002909):0.00261940330617949904):0.00000100000050002909,melgal2:0.00802893642958001433):0.00260847243002334563,lophophorus_impejanus:0.01122480202034669035):0.00533701523509988972,galgal4:0.00277480587569244389):0.01170782246787080080,alectoris_rufa:0.03214099466042698305);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-715.fasta	TreeRAxML_bestTree.uce-715.fasta	18	1	1	0.0880796	0.0417258	0.0517015	((tragopan_blythii:0.00000100000050002909,(melgal2:0.01038493159387226736,cyrtonyx_montezumae:0.03910562081601519357):0.00261915961075883568):0.00000100000050002909,(lophophorus_impejanus:0.00642305529845981545,(((rollulus_rouloul:0.00997167987804842455,pavo_cristatus:0.00320290641504019855):0.00000100000050002909,(galgal4:0.00000100000050002909,perdix_dauuricae:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(((chrysolophus_pictus:0.00000100000050002909,(lophura_inornata:0.00000100000050002909,phasianus_colchicus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(((lophura_swinhoii:0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909,lophura_nycthemera:0.00000100000050002909):0.00000100000050002909,catreus_wallichi:0.00000100000050002909):0.00000100000050002909):0.00322724958669700452,(syrmaticus_ellioti:0.00000100000050002909,syrmaticus_reevesii:0.00000100000050002909):0.00325477028273780597):0.00653388915541873970):0.00000100000050002909):0.00000100000050002909,alectoris_rufa:0.00333335824763738480);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-7279.fasta	TreeRAxML_bestTree.uce-7279.fasta	18	1	1	0.542821	0.0895028	0.172381	((galgal4:0.04101137639311904642,pavo_cristatus:0.04091298073521843631):0.00572058091984544315,((cyrtonyx_montezumae:0.06439623558558235650,rollulus_rouloul:0.07423645306354889617):0.01171561139029566115,((tragopan_blythii:0.01976935288045108402,((((((lophura_nycthemera:0.00000100000050002909,phasianus_colchicus:0.00565333755141168067):0.00000100000050002909,lophura_inornata:0.01346898445272334301):0.00000100000050002909,((chrysolophus_pictus:0.01863354948340087067,((catreus_wallichi:0.00385598033686241097,syrmaticus_reevesii:0.03189439739146184005):0.00181931700218171508,crossoptilon_crossoptilon:0.00555079342176604228):0.00183083862557047888):0.00000100000050002909,syrmaticus_ellioti:0.02430462539429400007):0.00181987784115292283):0.00000100000050002909,lophura_swinhoii:0.00769729128365743021):0.00694564144204707582,perdix_dauuricae:0.03547287808936875481):0.00818514975378503880,melgal2:0.03100175406858237878):0.00137187434410434520):0.00299322325272006117,lophophorus_impejanus:0.01052628388201422467):0.02956677000127567317):0.00307371729118343815,alectoris_rufa:0.03938700110950210664);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-4787.fasta	TreeRAxML_bestTree.uce-4787.fasta	18	1	1	0.142913	0.0603568	0.0649886	(pavo_cristatus:0.00000100000050002909,(((tragopan_blythii:0.00688973801234837521,(((syrmaticus_ellioti:0.00274926583590596151,(lophura_inornata:0.00000100000050002909,phasianus_colchicus:0.00227503229188992517):0.00000100000050002909):0.00225609293986518168,(((lophura_swinhoii:0.00000100000050002909,melgal2:0.00453223696749790322):0.00225915431868050015,((catreus_wallichi:0.00227372076300466457,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909,((cyrtonyx_montezumae:0.03116879289573511180,rollulus_rouloul:0.03051431855057365472):0.00085236754068632333,syrmaticus_reevesii:0.00000100000050002909):0.00726711069950108837):0.00233182600383654822):0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909):0.00231951459406681045,lophura_nycthemera:0.00230714325068596265):0.00000100000050002909):0.00227327396999420575,(perdix_dauuricae:0.00000100000050002909,lophophorus_impejanus:0.00000100000050002909):0.01178954351452162971):0.00189065517417767530,galgal4:0.01006829142923312999):0.01225024409955261136,alectoris_rufa:0.00463178199302105055);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-6117.fasta	TreeRAxML_bestTree.uce-6117.fasta	18	1	1	0.0283132	0.00943577	0.0185355	(((rollulus_rouloul:0.00943377488219282467,(syrmaticus_ellioti:0.00000100000050002909,pavo_cristatus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,lophura_inornata:0.00000100000050002909):0.00000100000050002909,(((cyrtonyx_montezumae:0.00298827398699119326,(((melgal2:0.00000100000050002909,(lophura_nycthemera:0.00000100000050002909,lophura_swinhoii:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,(((crossoptilon_crossoptilon:0.00000100000050002909,tragopan_blythii:0.00000100000050002909):0.00000100000050002909,phasianus_colchicus:0.00611568887623358849):0.00000100000050002909,((catreus_wallichi:0.00000100000050002909,galgal4:0.00000100000050002909):0.00000100000050002909,lophophorus_impejanus:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909):0.00149897190945540246,perdix_dauuricae:0.00306506096537843093):0.00148011080900305289,syrmaticus_reevesii:0.00000100000050002909):0.00000100000050002909,alectoris_rufa:0.00370527452974273638);

/home/qikaiy2/Downloads/reu2019-tutorials/qikaiy2_project_1/output_data/aligns/GTRCAT/RAxML_bestTree.uce-6809.fasta	TreeRAxML_bestTree.uce-6809.fasta	18	1	1	0.0230898	0.00946558	0.0166269	((galgal4:0.00000100000050002909,(pavo_cristatus:0.00000100000050002909,(((syrmaticus_reevesii:0.00000100000050002909,(melgal2:0.00000100000050002909,tragopan_blythii:0.00323555906900333283):0.00311441413157774677):0.00000100000050002909,((((((catreus_wallichi:0.00000100000050002909,perdix_dauuricae:0.00000100000050002909):0.00000100000050002909,chrysolophus_pictus:0.00000100000050002909):0.00000100000050002909,lophura_inornata:0.00000100000050002909):0.00000100000050002909,(lophura_swinhoii:0.00000100000050002909,lophophorus_impejanus:0.00323337115203616108):0.00000100000050002909):0.00000100000050002909,(phasianus_colchicus:0.00000100000050002909,lophura_nycthemera:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,crossoptilon_crossoptilon:0.00000100000050002909):0.00000100000050002909):0.00000100000050002909,syrmaticus_ellioti:0.00000100000050002909):0.00311160771963538054):0.00000100000050002909):0.00000100000050002909,(rollulus_rouloul:0.00403661319741527042,cyrtonyx_montezumae:0.00320754091003077691):0.00312468019890883983,alectoris_rufa:0.00000100000050002909);

